return_id,product_id,claim_id,claim_date,claim_qty,status
R00543,P0324,C00543,2025-04-22,6,Submitted
R00544,P0277,C00544,2025-03-19,8,Submitted
R00545,P0141,C00545,2025-03-24,1,Submitted
R00546,P0470,C00546,2025-03-05,3,Submitted
R00547,P0275,C00547,2025-04-15,0,Submitted
R00548,P0290,C00548,2025-03-12,3,Submitted
R00549,P0334,C00549,2025-04-26,5,Approved
R00550,P0381,C00550,2025-04-30,4,Rejected
R00551,P0452,C00551,2025-05-07,3,Submitted
R00552,P0496,C00552,2025-02-26,4,Submitted
R00553,P0373,C00553,2025-03-17,7,Submitted
R00554,P0052,C00554,2025-04-26,8,Approved
R00555,P0494,C00555,2025-03-16,2,Submitted
R00556,P0027,C00556,2025-03-06,6,Approved
R00557,P0157,C00557,2025-03-23,2,Submitted
R00558,P0239,C00558,2025-05-02,5,Submitted
R00559,P0156,C00559,2025-03-12,1,Submitted
R00560,P0291,C00560,2025-05-05,6,Submitted
R00561,P0136,C00561,2025-04-20,2,Approved
R00562,P0144,C00562,2025-04-06,5,Submitted
R00563,P0106,C00563,2025-02-18,8,Submitted
R00564,P0420,C00564,2025-04-30,9,Approved
R00565,P0158,C00565,2025-02-20,6,Submitted
R00566,P0146,C00566,2025-05-01,8,Submitted
R00567,P0002,C00567,2025-03-04,5,Rejected
R00568,P0433,C00568,2025-02-20,8,Submitted
R00569,P0077,C00569,2025-04-25,9,Approved
R00570,P0132,C00570,2025-02-19,6,Approved
R00571,P0090,C00571,2025-04-29,5,Submitted
R00572,P0345,C00572,2025-02-10,5,Submitted
R00573,P0350,C00573,2025-02-19,5,Submitted
R00574,P0459,C00574,2025-04-27,6,Submitted
R00575,P0263,C00575,2025-05-01,8,Approved
R00576,P0351,C00576,2025-02-17,3,Submitted
R00577,P0108,C00577,2025-04-14,5,Submitted
R00578,P0074,C00578,2025-03-02,4,Submitted
R00579,P0039,C00579,2025-04-07,3,Submitted
R00580,P0397,C00580,2025-03-11,6,Approved
R00581,P0159,C00581,2025-02-18,5,Approved
R00582,P0071,C00582,2025-03-10,6,Approved
R00583,P0447,C00583,2025-04-07,6,Approved
R00584,P0312,C00584,2025-03-27,3,Submitted
R00585,P0241,C00585,2025-05-03,5,Submitted
R00586,P0426,C00586,2025-04-08,3,Submitted
R00587,P0445,C00587,2025-04-24,6,Rejected
R00588,P0298,C00588,2025-03-21,1,Submitted
R00589,P0440,C00589,2025-03-22,6,Rejected
R00590,P0036,C00590,2025-03-30,5,Approved
R00591,P0084,C00591,2025-03-04,1,Approved
R00592,P0452,C00592,2025-04-06,0,Submitted
R00593,P0374,C00593,2025-03-02,5,Submitted
R00594,P0263,C00594,2025-03-02,6,Submitted
R00595,P0310,C00595,2025-02-10,6,Submitted
R00596,P0385,C00596,2025-05-03,5,Rejected
R00597,P0172,C00597,2025-04-13,10,Approved
R00598,P0376,C00598,2025-04-11,4,Approved
R00599,P0173,C00599,2025-02-15,8,Submitted
R00600,P0362,C00600,2025-02-18,4,Submitted
R00601,P0047,C00601,2025-03-03,4,Approved
R00602,P0379,C00602,2025-02-10,5,Submitted
R00603,P0141,C00603,2025-03-05,7,Approved
R00604,P0375,C00604,2025-02-15,5,Approved
R00605,P0406,C00605,2025-03-13,2,Submitted
R00606,P0118,C00606,2025-03-13,6,Approved
R00607,P0277,C00607,2025-02-27,3,Approved
R00608,P0214,C00608,2025-03-14,9,Submitted
R00609,P0220,C00609,2025-04-08,8,Submitted
R00610,P0393,C00610,2025-02-20,4,Submitted
R00611,P0026,C00611,2025-02-26,9,Submitted
R00612,P0009,C00612,2025-03-28,8,Approved
R00613,P0271,C00613,2025-03-15,6,Submitted
R00614,P0010,C00614,2025-04-12,6,Approved
R00615,P0472,C00615,2025-03-25,6,Submitted
R00616,P0378,C00616,2025-03-29,6,Rejected
R00617,P0121,C00617,2025-02-23,4,Rejected
R00618,P0125,C00618,2025-04-03,6,Approved
R00619,P0170,C00619,2025-03-23,1,Submitted
R00620,P0072,C00620,2025-04-12,6,Submitted
R00621,P0152,C00621,2025-05-01,3,Submitted
R00622,P0208,C00622,2025-03-19,0,Submitted
R00623,P0049,C00623,2025-03-03,6,Submitted
R00624,P0154,C00624,2025-04-01,1,Approved
R00625,P0347,C00625,2025-02-10,7,Submitted
R00626,P0293,C00626,2025-05-03,1,Submitted
R00627,P0068,C00627,2025-05-07,4,Submitted
R00628,P0050,C00628,2025-03-09,5,Rejected
R00629,P0152,C00629,2025-05-07,8,Submitted
R00630,P0019,C00630,2025-04-11,6,Submitted
R00631,P0100,C00631,2025-03-17,6,Rejected
R00632,P0060,C00632,2025-03-07,4,Submitted
R00633,P0167,C00633,2025-05-02,7,Approved
R00634,P0202,C00634,2025-04-20,4,Approved
R00635,P0345,C00635,2025-02-14,2,Submitted
R00636,P0146,C00636,2025-03-14,10,Submitted
R00637,P0403,C00637,2025-03-14,4,Approved
R00638,P0164,C00638,2025-03-04,9,Submitted
R00639,P0458,C00639,2025-04-12,8,Submitted
R00640,P0481,C00640,2025-02-09,9,Submitted
R00641,P0439,C00641,2025-04-21,0,Submitted
R00642,P0242,C00642,2025-03-11,8,Submitted
R00643,P0069,C00643,2025-02-04,0,Rejected
R00644,P0175,C00644,2025-04-25,3,Rejected
R00645,P0049,C00645,2025-04-22,7,Submitted
R00646,P0483,C00646,2025-05-03,0,Submitted
R00647,P0108,C00647,2025-04-26,2,Submitted
R00648,P0226,C00648,2025-04-13,5,Rejected
R00649,P0161,C00649,2025-04-19,6,Submitted
R00650,P0119,C00650,2025-05-03,5,Submitted
R00651,P0149,C00651,2025-04-17,2,Approved
R00652,P0465,C00652,2025-02-28,5,Submitted
R00653,P0150,C00653,2025-04-18,1,Submitted
R00654,P0432,C00654,2025-02-23,7,Submitted
R00655,P0293,C00655,2025-02-21,5,Approved
R00656,P0143,C00656,2025-02-26,3,Approved
R00657,P0419,C00657,2025-04-19,5,Approved
R00658,P0476,C00658,2025-04-14,7,Submitted
R00659,P0455,C00659,2025-04-06,3,Submitted
R00660,P0160,C00660,2025-02-21,2,Approved
R00661,P0011,C00661,2025-02-13,6,Approved
R00662,P0138,C00662,2025-04-05,10,Submitted
R00663,P0457,C00663,2025-02-07,2,Submitted
R00664,P0078,C00664,2025-04-20,6,Approved
R00665,P0077,C00665,2025-02-07,1,Submitted
R00666,P0441,C00666,2025-03-10,1,Submitted
R00667,P0254,C00667,2025-02-13,3,Submitted
R00668,P0409,C00668,2025-04-28,2,Rejected
R00669,P0258,C00669,2025-03-08,5,Approved
R00670,P0320,C00670,2025-03-17,4,Submitted
R00671,P0291,C00671,2025-02-21,5,Approved
R00672,P0263,C00672,2025-04-14,4,Submitted
R00673,P0085,C00673,2025-04-29,9,Submitted
R00674,P0146,C00674,2025-03-15,1,Submitted
R00675,P0323,C00675,2025-03-19,7,Submitted
R00676,P0042,C00676,2025-02-27,1,Rejected
R00677,P0374,C00677,2025-02-17,0,Submitted
R00678,P0125,C00678,2025-05-04,7,Submitted
R00679,P0167,C00679,2025-05-03,0,Rejected
R00680,P0425,C00680,2025-05-05,10,Submitted
R00681,P0241,C00681,2025-03-08,7,Submitted
R00682,P0459,C00682,2025-04-27,1,Submitted
R00683,P0487,C00683,2025-04-17,3,Rejected
R00684,P0280,C00684,2025-03-18,2,Submitted
R00685,P0188,C00685,2025-02-08,2,Submitted
R00686,P0302,C00686,2025-04-17,5,Submitted
R00687,P0019,C00687,2025-02-22,3,Rejected
R00688,P0068,C00688,2025-04-04,8,Approved
R00689,P0218,C00689,2025-04-09,0,Submitted
R00690,P0102,C00690,2025-03-09,4,Approved
R00691,P0042,C00691,2025-04-22,4,Approved
R00692,P0288,C00692,2025-04-01,8,Approved
R00693,P0167,C00693,2025-02-17,5,Approved
R00694,P0109,C00694,2025-03-16,4,Submitted
R00695,P0494,C00695,2025-02-27,3,Approved
R00696,P0036,C00696,2025-02-17,7,Approved
R00697,P0232,C00697,2025-03-10,2,Submitted
R00698,P0229,C00698,2025-04-17,5,Submitted
R00699,P0353,C00699,2025-03-03,7,Submitted
R00700,P0164,C00700,2025-03-14,1,Approved
R00701,P0387,C00701,2025-04-09,7,Approved
R00702,P0073,C00702,2025-03-16,7,Submitted
R00703,P0136,C00703,2025-04-09,1,Approved
R00704,P0353,C00704,2025-03-16,8,Approved
R00705,P0379,C00705,2025-04-04,4,Rejected
R00706,P0070,C00706,2025-04-30,1,Submitted
R00707,P0425,C00707,2025-03-05,8,Submitted
R00708,P0487,C00708,2025-04-01,2,Approved
R00709,P0196,C00709,2025-04-02,2,Submitted
R00710,P0269,C00710,2025-04-07,2,Submitted
R00711,P0049,C00711,2025-03-23,7,Submitted
R00712,P0316,C00712,2025-04-10,4,Approved
R00713,P0130,C00713,2025-04-03,4,Submitted
R00714,P0444,C00714,2025-02-21,8,Submitted
R00715,P0005,C00715,2025-02-12,7,Submitted
R00716,P0428,C00716,2025-02-05,3,Submitted
R00717,P0027,C00717,2025-05-11,0,Rejected
R00718,P0160,C00718,2025-02-14,7,Submitted
R00719,P0149,C00719,2025-03-03,3,Submitted
R00720,P0264,C00720,2025-03-23,8,Submitted
R00721,P0230,C00721,2025-03-16,5,Submitted
R00722,P0200,C00722,2025-03-07,6,Rejected
R00723,P0050,C00723,2025-05-01,4,Rejected
R00724,P0067,C00724,2025-04-14,2,Submitted
R00725,P0300,C00725,2025-03-27,5,Submitted
R00726,P0381,C00726,2025-04-01,4,Submitted
R00727,P0058,C00727,2025-04-10,4,Submitted
R00728,P0259,C00728,2025-04-30,3,Approved
R00729,P0342,C00729,2025-04-04,8,Submitted
R00730,P0326,C00730,2025-04-22,3,Approved
R00731,P0130,C00731,2025-04-05,3,Approved
R00732,P0215,C00732,2025-04-29,2,Submitted
R00733,P0172,C00733,2025-03-06,6,Approved
R00734,P0258,C00734,2025-04-05,1,Approved
R00735,P0102,C00735,2025-02-28,0,Submitted
R00736,P0209,C00736,2025-03-23,1,Rejected
R00737,P0291,C00737,2025-03-02,5,Approved
R00738,P0354,C00738,2025-03-11,2,Submitted
R00739,P0471,C00739,2025-05-05,6,Rejected
R00740,P0286,C00740,2025-03-15,7,Approved
R00741,P0116,C00741,2025-04-29,4,Submitted
R00742,P0264,C00742,2025-04-01,4,Submitted
R00743,P0150,C00743,2025-02-12,1,Approved
R00744,P0300,C00744,2025-02-26,9,Submitted
R00745,P0442,C00745,2025-05-05,2,Submitted
R00746,P0036,C00746,2025-04-30,8,Submitted
R00747,P0453,C00747,2025-04-22,1,Submitted
R00748,P0333,C00748,2025-02-15,0,Approved
R00749,P0477,C00749,2025-02-21,1,Submitted
R00750,P0287,C00750,2025-04-08,7,Submitted
R00751,P0303,C00751,2025-05-07,4,Approved
R00752,P0311,C00752,2025-02-07,7,Approved
R00753,P0208,C00753,2025-03-05,5,Approved
R00754,P0106,C00754,2025-05-05,8,Submitted
R00755,P0446,C00755,2025-04-22,6,Approved
R00756,P0158,C00756,2025-02-21,5,Approved
R00757,P0121,C00757,2025-04-17,3,Submitted
R00758,P0055,C00758,2025-03-24,7,Approved
R00759,P0400,C00759,2025-03-30,3,Submitted
R00760,P0012,C00760,2025-04-25,8,Submitted
R00761,P0145,C00761,2025-02-28,4,Approved
R00762,P0400,C00762,2025-04-16,8,Submitted
R00763,P0396,C00763,2025-04-13,8,Approved
R00764,P0136,C00764,2025-04-02,8,Submitted
R00765,P0468,C00765,2025-03-03,8,Approved
R00766,P0003,C00766,2025-05-07,5,Submitted
R00767,P0144,C00767,2025-05-02,3,Submitted
R00768,P0030,C00768,2025-03-26,1,Submitted
R00769,P0237,C00769,2025-04-21,3,Submitted
R00770,P0279,C00770,2025-02-17,3,Approved
R00771,P0348,C00771,2025-04-25,6,Approved
R00772,P0115,C00772,2025-02-18,3,Submitted
R00773,P0104,C00773,2025-03-06,2,Submitted
R00774,P0118,C00774,2025-04-13,9,Submitted
R00775,P0005,C00775,2025-04-01,1,Approved
R00776,P0468,C00776,2025-02-05,8,Submitted
R00777,P0360,C00777,2025-03-02,7,Submitted
R00778,P0248,C00778,2025-02-17,2,Submitted
R00779,P0364,C00779,2025-03-13,6,Submitted
R00780,P0321,C00780,2025-02-17,5,Submitted
R00781,P0121,C00781,2025-02-09,4,Submitted
R00782,P0286,C00782,2025-03-21,8,Submitted
R00783,P0149,C00783,2025-03-12,6,Submitted
R00784,P0084,C00784,2025-04-04,6,Submitted
R00785,P0454,C00785,2025-03-18,7,Submitted
R00786,P0406,C00786,2025-02-21,7,Submitted
R00787,P0466,C00787,2025-04-07,8,Submitted
R00788,P0456,C00788,2025-04-15,2,Approved
R00789,P0231,C00789,2025-04-25,7,Approved
R00790,P0288,C00790,2025-04-07,4,Approved
R00791,P0161,C00791,2025-03-01,2,Submitted
R00792,P0272,C00792,2025-04-05,7,Approved
R00793,P0460,C00793,2025-02-07,4,Submitted
R00794,P0038,C00794,2025-05-06,2,Submitted
R00795,P0500,C00795,2025-04-28,5,Submitted
R00796,P0226,C00796,2025-03-18,5,Submitted
R00797,P0142,C00797,2025-02-16,6,Submitted
R00798,P0292,C00798,2025-04-07,2,Submitted
R00799,P0481,C00799,2025-03-21,2,Submitted
R00800,P0151,C00800,2025-04-28,3,Rejected
R00801,P0114,C00801,2025-03-07,3,Approved
R00802,P0237,C00802,2025-02-23,7,Rejected
R00803,P0066,C00803,2025-02-22,7,Submitted
R00804,P0361,C00804,2025-04-03,5,Approved
R00805,P0341,C00805,2025-03-31,4,Approved
R00806,P0258,C00806,2025-04-12,10,Rejected
R00807,P0475,C00807,2025-03-14,4,Submitted
R00808,P0249,C00808,2025-04-04,7,Approved
R00809,P0457,C00809,2025-03-04,4,Submitted
R00810,P0449,C00810,2025-03-23,2,Submitted
R00811,P0331,C00811,2025-03-15,5,Submitted
R00812,P0323,C00812,2025-04-23,1,Rejected
R00813,P0180,C00813,2025-02-15,3,Submitted
R00814,P0190,C00814,2025-04-08,8,Submitted
R00815,P0407,C00815,2025-04-22,7,Rejected
R00816,P0154,C00816,2025-04-01,0,Submitted
R00817,P0196,C00817,2025-04-27,8,Approved
R00818,P0466,C00818,2025-03-13,7,Approved
R00819,P0311,C00819,2025-04-22,0,Submitted
R00820,P0262,C00820,2025-03-20,9,Submitted
R00821,P0419,C00821,2025-04-25,3,Submitted
R00822,P0406,C00822,2025-03-16,8,Rejected
R00823,P0427,C00823,2025-04-13,4,Approved
R00824,P0143,C00824,2025-03-05,6,Submitted
R00825,P0342,C00825,2025-03-03,6,Submitted
R00826,P0316,C00826,2025-03-03,5,Submitted
R00827,P0101,C00827,2025-04-30,3,Approved
R00828,P0244,C00828,2025-04-13,3,Submitted
R00829,P0490,C00829,2025-03-19,2,Submitted
R00830,P0012,C00830,2025-02-14,9,Approved
R00831,P0239,C00831,2025-02-12,9,Submitted
R00832,P0049,C00832,2025-03-19,8,Submitted
R00833,P0042,C00833,2025-04-18,2,Approved
R00834,P0166,C00834,2025-03-07,5,Submitted
R00835,P0082,C00835,2025-02-14,6,Submitted
R00836,P0429,C00836,2025-02-10,2,Approved
R00837,P0291,C00837,2025-04-29,6,Submitted
R00838,P0158,C00838,2025-03-29,7,Approved
R00839,P0216,C00839,2025-04-07,8,Approved
R00840,P0490,C00840,2025-03-16,1,Approved
R00841,P0158,C00841,2025-04-26,4,Approved
R00842,P0462,C00842,2025-04-29,8,Approved
R00843,P0134,C00843,2025-03-16,0,Submitted
R00844,P0067,C00844,2025-04-27,2,Submitted
R00845,P0336,C00845,2025-02-14,1,Submitted
R00846,P0007,C00846,2025-02-28,6,Approved
R00847,P0436,C00847,2025-03-07,4,Submitted
R00848,P0014,C00848,2025-02-19,6,Submitted
R00849,P0073,C00849,2025-03-28,9,Approved
R00850,P0399,C00850,2025-02-21,2,Submitted
R00851,P0405,C00851,2025-03-21,2,Approved
R00852,P0163,C00852,2025-04-20,4,Submitted
R00853,P0066,C00853,2025-03-06,2,Submitted
R00854,P0347,C00854,2025-03-27,3,Submitted
R00855,P0130,C00855,2025-02-21,3,Submitted
R00856,P0419,C00856,2025-02-28,2,Submitted
R00857,P0466,C00857,2025-03-01,1,Submitted
R00858,P0206,C00858,2025-03-21,10,Submitted
R00859,P0276,C00859,2025-03-30,5,Approved
R00860,P0466,C00860,2025-04-18,3,Submitted
R00861,P0256,C00861,2025-03-31,9,Approved
R00862,P0266,C00862,2025-04-09,4,Approved
R00863,P0025,C00863,2025-03-31,5,Submitted
R00864,P0450,C00864,2025-04-01,8,Submitted
R00865,P0281,C00865,2025-04-02,8,Submitted
R00866,P0253,C00866,2025-04-05,6,Rejected
R00867,P0310,C00867,2025-02-07,6,Approved
R00868,P0289,C00868,2025-02-27,6,Submitted
R00869,P0164,C00869,2025-04-17,8,Submitted
R00870,P0095,C00870,2025-04-27,5,Rejected
R00871,P0270,C00871,2025-03-08,7,Approved
R00872,P0321,C00872,2025-02-26,10,Submitted
R00873,P0110,C00873,2025-02-15,2,Submitted
R00874,P0336,C00874,2025-04-09,6,Submitted
R00875,P0310,C00875,2025-02-08,9,Approved
R00876,P0238,C00876,2025-04-11,0,Approved
R00877,P0381,C00877,2025-05-03,3,Submitted
R00878,P0436,C00878,2025-02-15,8,Submitted
R00879,P0387,C00879,2025-03-21,3,Rejected
R00880,P0483,C00880,2025-03-14,6,Approved
R00881,P0425,C00881,2025-03-15,0,Submitted
R00882,P0390,C00882,2025-02-20,3,Submitted
R00883,P0025,C00883,2025-03-07,5,Submitted
R00884,P0141,C00884,2025-03-10,7,Submitted
R00885,P0117,C00885,2025-04-29,8,Submitted
R00886,P0482,C00886,2025-04-04,10,Submitted
R00887,P0392,C00887,2025-04-26,4,Rejected
R00888,P0405,C00888,2025-02-23,9,Approved
R00889,P0482,C00889,2025-04-13,4,Submitted
R00890,P0452,C00890,2025-02-14,8,Approved
R00891,P0025,C00891,2025-02-16,6,Approved
R00892,P0079,C00892,2025-03-17,7,Submitted
R00893,P0068,C00893,2025-03-14,7,Approved
R00894,P0173,C00894,2025-03-28,4,Submitted
R00895,P0444,C00895,2025-03-15,1,Approved
R00896,P0012,C00896,2025-02-25,7,Submitted
R00897,P0288,C00897,2025-03-23,5,Submitted
R00898,P0128,C00898,2025-03-14,8,Submitted
R00899,P0096,C00899,2025-02-20,8,Submitted
R00900,P0092,C00900,2025-04-11,6,Submitted
R00901,P0141,C00901,2025-03-29,5,Rejected
R00902,P0031,C00902,2025-03-30,3,Approved
R00903,P0334,C00903,2025-03-09,3,Submitted
R00904,P0020,C00904,2025-02-23,8,Submitted
R00905,P0146,C00905,2025-05-04,10,Approved
R00906,P0477,C00906,2025-02-11,5,Submitted
R00907,P0316,C00907,2025-02-28,0,Submitted
R00908,P0447,C00908,2025-05-07,6,Approved
R00909,P0390,C00909,2025-04-13,7,Rejected
R00910,P0160,C00910,2025-04-12,5,Approved
R00911,P0349,C00911,2025-03-01,5,Submitted
R00912,P0043,C00912,2025-02-16,10,Submitted
R00913,P0254,C00913,2025-03-23,9,Approved
R00914,P0130,C00914,2025-03-14,7,Rejected
R00915,P0060,C00915,2025-02-15,7,Rejected
R00916,P0151,C00916,2025-03-22,4,Submitted
R00917,P0467,C00917,2025-02-27,7,Approved
R00918,P0287,C00918,2025-03-24,6,Submitted
R00919,P0499,C00919,2025-04-11,4,Submitted
R00920,P0005,C00920,2025-03-14,7,Submitted
R00921,P0467,C00921,2025-03-12,3,Rejected
R00922,P0418,C00922,2025-04-10,7,Submitted
R00923,P0266,C00923,2025-03-18,4,Submitted
R00924,P0345,C00924,2025-03-19,3,Rejected
R00925,P0130,C00925,2025-02-11,4,Submitted
R00926,P0382,C00926,2025-03-04,9,Submitted
R00927,P0267,C00927,2025-03-16,5,Approved
R00928,P0178,C00928,2025-03-13,8,Approved
R00929,P0253,C00929,2025-04-04,4,Submitted
R00930,P0415,C00930,2025-03-01,8,Rejected
R00931,P0056,C00931,2025-03-10,7,Submitted
R00932,P0463,C00932,2025-05-03,6,Rejected
R00933,P0457,C00933,2025-02-17,6,Approved
R00934,P0471,C00934,2025-04-30,4,Submitted
R00935,P0083,C00935,2025-03-22,3,Approved
R00936,P0393,C00936,2025-04-12,5,Submitted
R00937,P0099,C00937,2025-03-14,1,Submitted
R00938,P0149,C00938,2025-03-13,8,Rejected
R00939,P0329,C00939,2025-02-14,5,Submitted
R00940,P0156,C00940,2025-03-18,5,Submitted
R00941,P0190,C00941,2025-03-16,9,Submitted
R00942,P0494,C00942,2025-02-13,0,Submitted
R00943,P0371,C00943,2025-04-27,4,Approved
R00944,P0263,C00944,2025-04-19,4,Rejected
R00945,P0080,C00945,2025-02-28,6,Submitted
R00946,P0400,C00946,2025-04-22,5,Submitted
R00947,P0252,C00947,2025-02-13,8,Submitted
R00948,P0097,C00948,2025-04-02,1,Submitted
R00949,P0260,C00949,2025-03-21,6,Submitted
R00950,P0260,C00950,2025-02-23,1,Submitted
R00951,P0103,C00951,2025-04-21,3,Submitted
R00952,P0040,C00952,2025-03-14,1,Approved
R00953,P0273,C00953,2025-05-08,9,Rejected
R00954,P0101,C00954,2025-04-04,4,Approved
R00955,P0359,C00955,2025-02-19,4,Approved
R00956,P0380,C00956,2025-02-14,4,Submitted
R00957,P0308,C00957,2025-03-05,3,Approved
R00958,P0221,C00958,2025-02-19,4,Rejected
R00959,P0308,C00959,2025-02-17,6,Rejected
R00960,P0420,C00960,2025-04-20,10,Submitted
R00961,P0124,C00961,2025-02-14,10,Approved
R00962,P0422,C00962,2025-04-29,7,Approved
R00963,P0231,C00963,2025-04-07,2,Submitted
R00964,P0178,C00964,2025-03-22,7,Rejected
R00965,P0063,C00965,2025-03-29,4,Submitted
R00966,P0485,C00966,2025-04-03,2,Submitted
R00967,P0116,C00967,2025-04-06,6,Submitted
R00968,P0191,C00968,2025-04-25,6,Submitted
R00969,P0062,C00969,2025-04-06,2,Rejected
R00970,P0256,C00970,2025-05-01,8,Submitted
R00971,P0483,C00971,2025-03-03,9,Submitted
R00972,P0007,C00972,2025-04-30,6,Approved
R00973,P0155,C00973,2025-03-09,1,Submitted
R00974,P0092,C00974,2025-03-18,3,Approved
R00975,P0470,C00975,2025-03-18,5,Approved
R00976,P0014,C00976,2025-04-08,8,Submitted
R00977,P0455,C00977,2025-04-20,10,Rejected
R00978,P0229,C00978,2025-04-01,5,Submitted
R00979,P0086,C00979,2025-03-09,1,Approved
R00980,P0133,C00980,2025-02-10,2,Rejected
R00981,P0183,C00981,2025-03-18,2,Approved
R00982,P0386,C00982,2025-02-05,5,Submitted
R00983,P0062,C00983,2025-03-15,8,Submitted
R00984,P0219,C00984,2025-03-03,9,Approved
R00985,P0405,C00985,2025-04-02,9,Rejected
R00986,P0246,C00986,2025-05-08,8,Submitted
R00987,P0230,C00987,2025-02-16,1,Submitted
R00988,P0079,C00988,2025-04-03,6,Submitted
R00989,P0149,C00989,2025-03-10,5,Approved
R00990,P0138,C00990,2025-04-01,7,Submitted
R00991,P0471,C00991,2025-04-28,3,Approved
R00992,P0314,C00992,2025-04-14,2,Approved
R00993,P0376,C00993,2025-02-14,3,Submitted
R00994,P0423,C00994,2025-04-29,5,Submitted
R00995,P0389,C00995,2025-04-03,4,Approved
R00996,P0065,C00996,2025-02-23,5,Submitted
R00997,P0013,C00997,2025-03-30,5,Submitted
R00998,P0213,C00998,2025-03-24,8,Submitted
R00999,P0474,C00999,2025-05-01,4,Submitted
R01000,P0242,C01000,2025-03-23,10,Submitted
R01001,P0493,C01001,2025-04-23,9,Approved
R01002,P0213,C01002,2025-04-24,0,Approved
R01003,P0181,C01003,2025-05-04,4,Rejected
R01004,P0338,C01004,2025-02-11,10,Submitted
R01005,P0485,C01005,2025-04-06,4,Submitted
R01006,P0173,C01006,2025-02-13,6,Submitted
R01007,P0160,C01007,2025-04-08,4,Submitted
R01008,P0164,C01008,2025-05-09,1,Submitted
R01009,P0465,C01009,2025-03-26,3,Submitted
R01010,P0483,C01010,2025-03-31,1,Submitted
R01011,P0497,C01011,2025-03-10,1,Submitted
R01012,P0188,C01012,2025-04-27,2,Submitted
R01013,P0395,C01013,2025-03-09,1,Submitted
R01014,P0191,C01014,2025-04-20,5,Submitted
R01015,P0405,C01015,2025-04-06,1,Approved
R01016,P0308,C01016,2025-02-11,4,Submitted
R01017,P0256,C01017,2025-04-03,4,Submitted
R01018,P0183,C01018,2025-03-13,10,Submitted
R01019,P0117,C01019,2025-03-10,0,Submitted
R01020,P0282,C01020,2025-03-28,8,Approved
R01021,P0196,C01021,2025-03-15,9,Submitted
R01022,P0034,C01022,2025-02-28,6,Approved
R01023,P0052,C01023,2025-04-28,1,Submitted
R01024,P0112,C01024,2025-05-04,4,Approved
R01025,P0252,C01025,2025-04-01,2,Rejected
R01026,P0082,C01026,2025-02-16,5,Approved
R01027,P0232,C01027,2025-02-18,4,Submitted
R01028,P0227,C01028,2025-04-11,1,Approved
R01029,P0233,C01029,2025-04-30,2,Submitted
R01030,P0221,C01030,2025-03-07,5,Submitted
R01031,P0436,C01031,2025-04-04,8,Approved
R01032,P0413,C01032,2025-04-04,6,Rejected
R01033,P0422,C01033,2025-02-19,9,Submitted
R01034,P0042,C01034,2025-04-15,10,Approved
R01035,P0021,C01035,2025-02-12,3,Submitted
R01036,P0042,C01036,2025-03-25,1,Submitted
R01037,P0397,C01037,2025-04-08,9,Approved
R01038,P0113,C01038,2025-03-11,2,Submitted
R01039,P0105,C01039,2025-02-18,6,Submitted
R01040,P0192,C01040,2025-04-07,1,Submitted
R01041,P0017,C01041,2025-04-30,8,Approved
R01042,P0120,C01042,2025-05-06,9,Submitted
R01043,P0393,C01043,2025-04-29,7,Submitted
R01044,P0425,C01044,2025-02-18,2,Submitted
R01045,P0129,C01045,2025-04-12,5,Rejected
R01046,P0130,C01046,2025-03-21,10,Approved
R01047,P0060,C01047,2025-02-04,4,Approved
R01048,P0048,C01048,2025-03-10,10,Approved
R01049,P0029,C01049,2025-05-05,7,Submitted
R01050,P0097,C01050,2025-03-10,8,Submitted
R01051,P0010,C01051,2025-04-19,9,Submitted
R01052,P0242,C01052,2025-02-21,6,Submitted
R01053,P0314,C01053,2025-05-07,4,Submitted
R01054,P0444,C01054,2025-02-19,8,Approved
R01055,P0232,C01055,2025-03-04,4,Submitted
