return_id,order_id,product_id,return_date,reason,qty,supplier_id,product_name,cost_price,return_policy_days,claim_id,claim_date,claim_qty,status,order_date,days_since_order,within_policy,qty_match,reconciliation_status,mismatch_reason,return_week
R00161,O00161,P0238,2025-04-07,Defective,5,S008,A,21.91,73,C00161,2025-04-13,5,Submitted,2024-12-20,108,False,True,Mismatched,Late Return,15
R00162,O00162,P0356,2025-03-08,Damaged,4,S030,Such,324.79,19,C00162,2025-03-15,3,Rejected,2024-12-02,96,False,False,Mismatched,Late & Qty Mismatch,10
R00163,O00163,P0173,2025-03-09,Changed Mind,6,S047,Anyone,260.93,53,C00163,2025-03-09,6,Submitted,2024-11-21,108,False,True,Mismatched,Late Return,10
R00164,O00164,P0392,2025-02-15,Damaged,8,S003,Medical,212.18,52,C00164,2025-02-22,9,Approved,2024-10-22,116,False,False,Mismatched,Late & Qty Mismatch,7
R00165,O00165,P0221,2025-04-04,Damaged,8,S025,Truth,332.23,73,C00165,2025-04-04,7,Submitted,2025-02-27,36,True,False,Mismatched,Qty Mismatch,14
R00166,O00166,P0119,2025-04-23,Damaged,3,S010,Push,447.35,44,C00166,2025-04-25,3,Submitted,2025-04-01,22,True,True,Matched,No Issue,17
R00167,O00167,P0309,2025-04-20,Defective,4,S043,Artist,399.64,60,C00167,2025-04-28,3,Submitted,2025-03-03,48,True,False,Mismatched,Qty Mismatch,16
R00168,O00168,P0183,2025-04-22,Expired,1,S008,Attack,463.1,76,C00168,2025-04-25,1,Submitted,2025-01-01,111,False,True,Mismatched,Late Return,17
R00169,O00169,P0288,2025-04-13,Changed Mind,2,S045,Rate,275.9,82,C00169,2025-04-22,3,Rejected,2024-12-18,116,False,False,Mismatched,Late & Qty Mismatch,15
R00170,O00170,P0307,2025-02-21,Wrong Item,9,S036,Second,262.99,70,C00170,2025-03-01,10,Submitted,2024-12-02,81,False,False,Mismatched,Late & Qty Mismatch,8
R00171,O00171,P0300,2025-04-15,Expired,2,S047,Per,51.82,26,C00171,2025-04-15,1,Submitted,2025-02-01,73,False,False,Mismatched,Late & Qty Mismatch,16
R00172,O00172,P0082,2025-04-05,Defective,6,S044,Recently,315.42,46,C00172,2025-04-12,6,Submitted,2025-02-01,63,False,True,Mismatched,Late Return,14
R00173,O00173,P0454,2025-03-15,Damaged,7,S012,Phone,454.11,89,C00173,2025-03-17,6,Submitted,2025-02-27,16,True,False,Mismatched,Qty Mismatch,11
R00174,O00174,P0402,2025-03-24,Wrong Item,6,S027,Evidence,452.25,46,C00174,2025-03-30,5,Submitted,2025-01-13,70,False,False,Mismatched,Late & Qty Mismatch,13
R00175,O00175,P0211,2025-04-25,Changed Mind,8,S025,Seven,278.88,61,C00175,2025-04-26,9,Submitted,2025-04-11,14,True,False,Mismatched,Qty Mismatch,17
R00176,O00176,P0150,2025-02-12,Expired,9,S019,Question,146.54,67,C00176,2025-02-18,8,Submitted,2024-12-24,50,True,False,Mismatched,Qty Mismatch,7
R00177,O00177,P0037,2025-02-14,Expired,8,S033,Table,159.26,65,C00177,2025-02-20,8,Submitted,2025-01-19,26,True,True,Matched,No Issue,7
R00178,O00178,P0352,2025-03-15,Wrong Item,5,S011,Ask,429.68,56,C00178,2025-03-23,6,Submitted,2025-03-07,8,True,False,Mismatched,Qty Mismatch,11
R00179,O00179,P0312,2025-03-21,Defective,8,S006,Western,48.44,39,C00179,2025-03-22,8,Submitted,2025-01-17,63,False,True,Mismatched,Late Return,12
R00180,O00180,P0361,2025-03-24,Changed Mind,9,S019,Customer,200.2,19,C00180,2025-03-31,8,Approved,2025-01-21,62,False,False,Mismatched,Late & Qty Mismatch,13
R00181,O00181,P0059,2025-03-02,Wrong Item,8,S021,Everything,32.16,43,C00181,2025-03-06,9,Approved,2024-12-08,84,False,False,Mismatched,Late & Qty Mismatch,9
R00182,O00182,P0131,2025-04-10,Damaged,2,S011,Almost,214.53,43,C00182,2025-04-19,2,Approved,2025-02-17,52,False,True,Mismatched,Late Return,15
R00183,O00183,P0412,2025-03-13,Changed Mind,2,S002,Only,475.53,60,C00183,2025-03-21,2,Rejected,2024-12-03,100,False,True,Mismatched,Late Return,11
R00184,O00184,P0202,2025-04-16,Expired,3,S023,Specific,51.23,33,C00184,2025-04-23,2,Approved,2025-01-14,92,False,False,Mismatched,Late & Qty Mismatch,16
R00185,O00185,P0243,2025-04-23,Wrong Item,7,S042,Brother,458.28,28,C00185,2025-04-25,7,Submitted,2025-03-13,41,False,True,Mismatched,Late Return,17
R00186,O00186,P0035,2025-03-12,Expired,9,S049,Perform,483.16,15,C00186,2025-03-14,8,Submitted,2024-11-24,108,False,False,Mismatched,Late & Qty Mismatch,11
R00187,O00187,P0445,2025-04-24,Expired,8,S040,Training,408.27,66,C00187,2025-05-03,7,Rejected,2025-01-18,96,False,False,Mismatched,Late & Qty Mismatch,17
R00188,O00188,P0093,2025-03-14,Expired,9,S014,Long,382.78,21,C00188,2025-03-21,8,Approved,2024-11-18,116,False,False,Mismatched,Late & Qty Mismatch,11
R00189,O00189,P0438,2025-02-16,Defective,6,S026,Be,412.71,64,C00189,2025-02-24,5,Submitted,2024-12-09,69,False,False,Mismatched,Late & Qty Mismatch,7
R00190,O00190,P0447,2025-04-20,Expired,1,S006,International,493.14,21,C00190,2025-04-21,2,Submitted,2025-01-22,88,False,False,Mismatched,Late & Qty Mismatch,16
R00191,O00191,P0207,2025-03-14,Damaged,4,S018,Learn,59.72,31,C00191,2025-03-16,4,Rejected,2025-02-08,34,False,True,Mismatched,Late Return,11
R00192,O00192,P0353,2025-04-10,Damaged,6,S041,Interesting,332.76,23,C00192,2025-04-17,6,Approved,2025-03-25,16,True,True,Matched,No Issue,15
R00193,O00193,P0391,2025-04-18,Changed Mind,6,S006,Mention,495.35,41,C00193,2025-04-19,7,Submitted,2025-03-06,43,False,False,Mismatched,Late & Qty Mismatch,16
R00194,O00194,P0332,2025-02-26,Expired,8,S038,Still,381.34,34,C00194,2025-03-05,7,Rejected,2024-11-28,90,False,False,Mismatched,Late & Qty Mismatch,9
R00195,O00195,P0305,2025-04-12,Expired,1,S037,Account,365.78,84,C00195,2025-04-16,0,Rejected,2025-03-01,42,True,False,Mismatched,Qty Mismatch,15
R00196,O00196,P0350,2025-03-17,Wrong Item,2,S029,Race,316.67,39,C00196,2025-03-22,1,Submitted,2024-12-04,103,False,False,Mismatched,Late & Qty Mismatch,12
R00197,O00197,P0213,2025-02-23,Defective,2,S028,Serve,329.46,76,C00197,2025-03-04,1,Approved,2024-11-27,88,False,False,Mismatched,Late & Qty Mismatch,8
R00198,O00198,P0159,2025-03-13,Changed Mind,6,S001,Everyone,126.44,16,C00198,2025-03-16,7,Approved,2024-12-28,75,False,False,Mismatched,Late & Qty Mismatch,11
R00199,O00199,P0442,2025-04-07,Expired,7,S020,Physical,493.45,43,C00199,2025-04-09,7,Submitted,2024-12-22,106,False,True,Mismatched,Late Return,15
R00200,O00200,P0445,2025-02-23,Wrong Item,2,S040,Training,408.27,66,C00200,2025-03-02,1,Approved,2024-10-29,117,False,False,Mismatched,Late & Qty Mismatch,8
R00201,O00201,P0024,2025-03-04,Defective,5,S001,Play,189.52,36,C00201,2025-03-12,4,Submitted,2024-11-24,100,False,False,Mismatched,Late & Qty Mismatch,10
R00202,O00202,P0404,2025-04-23,Changed Mind,6,S029,Step,414.96,44,C00202,2025-04-30,5,Approved,2025-01-10,103,False,False,Mismatched,Late & Qty Mismatch,17
R00203,O00203,P0293,2025-02-09,Changed Mind,4,S004,Live,413.07,62,C00203,2025-02-17,4,Rejected,2024-12-28,43,True,True,Matched,No Issue,6
R00204,O00204,P0004,2025-02-15,Expired,1,S020,Site,303.34,39,C00204,2025-02-15,1,Submitted,2024-10-21,117,False,True,Mismatched,Late Return,7
R00205,O00205,P0220,2025-03-08,Changed Mind,3,S044,Born,426.12,29,C00205,2025-03-12,4,Submitted,2025-01-30,37,False,False,Mismatched,Late & Qty Mismatch,10
R00206,O00206,P0364,2025-02-15,Wrong Item,9,S004,Challenge,277.35,84,C00206,2025-02-21,9,Rejected,2025-01-06,40,True,True,Matched,No Issue,7
R00207,O00207,P0382,2025-02-21,Changed Mind,6,S017,Think,351.4,73,C00207,2025-02-28,6,Rejected,2025-01-28,24,True,True,Matched,No Issue,8
R00208,O00208,P0020,2025-03-11,Damaged,2,S050,Better,152.7,47,C00208,2025-03-12,1,Submitted,2025-01-22,48,False,False,Mismatched,Late & Qty Mismatch,11
R00209,O00209,P0444,2025-03-03,Wrong Item,9,S010,Republican,191.61,50,C00209,2025-03-06,9,Rejected,2025-01-03,59,False,True,Mismatched,Late Return,10
R00210,O00210,P0152,2025-03-15,Defective,4,S005,Character,127.39,24,C00210,2025-03-21,3,Submitted,2025-03-14,1,True,False,Mismatched,Qty Mismatch,11
R00211,O00211,P0050,2025-02-07,Defective,8,S038,Great,100.58,15,C00211,2025-02-11,9,Submitted,2024-12-05,64,False,False,Mismatched,Late & Qty Mismatch,6
R00212,O00212,P0177,2025-04-17,Expired,7,S043,Product,348.56,36,C00212,2025-04-17,6,Approved,2024-12-25,113,False,False,Mismatched,Late & Qty Mismatch,16
R00213,O00213,P0435,2025-03-09,Expired,3,S031,Coach,51.21,24,C00213,2025-03-10,4,Approved,2025-03-07,2,True,False,Mismatched,Qty Mismatch,10
R00214,O00214,P0096,2025-04-12,Damaged,8,S039,His,251.96,33,C00214,2025-04-16,8,Approved,2025-01-10,92,False,True,Mismatched,Late Return,15
R00215,O00215,P0105,2025-04-28,Defective,4,S027,Result,454.71,34,C00215,2025-05-03,5,Submitted,2025-04-15,13,True,False,Mismatched,Qty Mismatch,18
R00216,O00216,P0420,2025-02-03,Defective,2,S047,Article,378.66,85,C00216,2025-02-03,1,Submitted,2024-12-21,44,True,False,Mismatched,Qty Mismatch,6
R00217,O00217,P0250,2025-04-22,Defective,5,S006,Education,427.97,57,C00217,2025-04-24,5,Rejected,2025-03-20,33,True,True,Matched,No Issue,17
R00218,O00218,P0117,2025-03-25,Defective,1,S010,Expect,403.8,38,C00218,2025-03-30,1,Submitted,2024-12-30,85,False,True,Mismatched,Late Return,13
R00219,O00219,P0354,2025-03-16,Changed Mind,8,S037,Should,89.84,54,C00219,2025-03-21,7,Submitted,2025-02-09,35,True,False,Mismatched,Qty Mismatch,11
R00220,O00220,P0228,2025-04-27,Wrong Item,8,S003,Decide,202.62,85,C00220,2025-05-03,8,Approved,2025-04-13,14,True,True,Matched,No Issue,17
R00221,O00221,P0066,2025-02-28,Wrong Item,3,S004,Win,275.92,69,C00221,2025-03-09,2,Approved,2025-01-23,36,True,False,Mismatched,Qty Mismatch,9
R00222,O00222,P0335,2025-03-09,Damaged,1,S031,Investment,32.54,64,C00222,2025-03-11,2,Submitted,2025-02-28,9,True,False,Mismatched,Qty Mismatch,10
R00223,O00223,P0418,2025-04-23,Changed Mind,4,S013,Fine,171.05,84,C00223,2025-04-23,5,Submitted,2025-04-15,8,True,False,Mismatched,Qty Mismatch,17
R00224,O00224,P0420,2025-04-18,Defective,9,S047,Article,378.66,85,C00224,2025-04-24,9,Approved,2025-02-28,49,True,True,Matched,No Issue,16
R00225,O00225,P0262,2025-03-22,Defective,9,S031,Soon,495.13,69,C00225,2025-03-24,8,Rejected,2025-02-16,34,True,False,Mismatched,Qty Mismatch,12
R00226,O00226,P0295,2025-04-09,Expired,1,S020,End,72.26,67,C00226,2025-04-13,0,Submitted,2025-02-23,45,True,False,Mismatched,Qty Mismatch,15
R00227,O00227,P0426,2025-04-14,Expired,7,S008,Former,279.27,36,C00227,2025-04-17,8,Submitted,2024-12-30,105,False,False,Mismatched,Late & Qty Mismatch,16
R00228,O00228,P0243,2025-04-23,Damaged,6,S042,Brother,458.28,28,C00228,2025-04-23,5,Submitted,2025-02-02,80,False,False,Mismatched,Late & Qty Mismatch,17
R00229,O00229,P0371,2025-03-17,Defective,7,S008,Wind,59.38,59,C00229,2025-03-23,7,Approved,2025-01-30,46,True,True,Matched,No Issue,12
R00230,O00230,P0186,2025-02-26,Damaged,7,S015,Pick,333.39,80,C00230,2025-03-01,7,Submitted,2025-02-09,17,True,True,Matched,No Issue,9
R00231,O00231,P0246,2025-03-17,Changed Mind,8,S006,Unit,464.88,74,C00231,2025-03-17,9,Approved,2024-11-25,112,False,False,Mismatched,Late & Qty Mismatch,12
R00232,O00232,P0125,2025-03-08,Wrong Item,8,S006,Threat,121.69,39,C00232,2025-03-13,7,Submitted,2025-02-12,24,True,False,Mismatched,Qty Mismatch,10
R00233,O00233,P0268,2025-04-03,Defective,2,S037,May,354.22,32,C00233,2025-04-06,2,Submitted,2025-02-28,34,False,True,Mismatched,Late Return,14
R00234,O00234,P0131,2025-04-14,Changed Mind,4,S011,Almost,214.53,43,C00234,2025-04-17,4,Approved,2025-01-25,79,False,True,Mismatched,Late Return,16
R00235,O00235,P0237,2025-04-08,Defective,4,S047,Why,147.58,86,C00235,2025-04-09,4,Submitted,2025-02-17,50,True,True,Matched,No Issue,15
R00236,O00236,P0018,2025-04-18,Expired,8,S010,Almost,267.13,66,C00236,2025-04-18,7,Approved,2024-12-31,108,False,False,Mismatched,Late & Qty Mismatch,16
R00237,O00237,P0040,2025-04-25,Damaged,3,S035,Song,225.67,46,C00237,2025-04-27,4,Submitted,2024-12-28,118,False,False,Mismatched,Late & Qty Mismatch,17
R00238,O00238,P0021,2025-05-01,Expired,3,S045,Discover,309.81,63,C00238,2025-05-10,4,Submitted,2025-01-09,112,False,False,Mismatched,Late & Qty Mismatch,18
R00239,O00239,P0399,2025-03-22,Wrong Item,2,S033,Hundred,377.93,37,C00239,2025-03-26,2,Submitted,2024-12-24,88,False,True,Mismatched,Late Return,12
R00240,O00240,P0225,2025-04-24,Expired,1,S025,Purpose,139.95,46,C00240,2025-05-02,2,Submitted,2025-03-01,54,False,False,Mismatched,Late & Qty Mismatch,17
R00241,O00241,P0355,2025-03-27,Defective,8,S014,Group,44.58,39,C00241,2025-04-02,8,Submitted,2025-03-12,15,True,True,Matched,No Issue,13
R00242,O00242,P0282,2025-04-02,Expired,9,S038,Road,175.62,79,C00242,2025-04-05,9,Approved,2024-12-19,104,False,True,Mismatched,Late Return,14
R00243,O00243,P0008,2025-02-09,Defective,9,S029,Chair,434.43,21,C00243,2025-02-16,8,Submitted,2024-11-14,87,False,False,Mismatched,Late & Qty Mismatch,6
R00244,O00244,P0100,2025-03-12,Wrong Item,8,S050,Determine,62.87,74,C00244,2025-03-15,8,Approved,2024-11-16,116,False,True,Mismatched,Late Return,11
R00245,O00245,P0240,2025-04-21,Expired,5,S049,Game,96.78,32,C00245,2025-04-26,5,Submitted,2025-04-10,11,True,True,Matched,No Issue,17
R00246,O00246,P0478,2025-02-18,Damaged,1,S014,Four,281.39,33,C00246,2025-02-18,0,Submitted,2024-11-12,98,False,False,Mismatched,Late & Qty Mismatch,8
R00247,O00247,P0087,2025-02-25,Damaged,9,S048,Top,367.51,68,C00247,2025-03-02,8,Submitted,2024-12-29,58,True,False,Mismatched,Qty Mismatch,9
R00248,O00248,P0298,2025-03-03,Damaged,6,S049,Ground,115.75,63,C00248,2025-03-12,7,Approved,2024-12-21,72,False,False,Mismatched,Late & Qty Mismatch,10
R00249,O00249,P0428,2025-03-14,Expired,7,S029,Apply,444.98,34,C00249,2025-03-18,6,Submitted,2024-11-23,111,False,False,Mismatched,Late & Qty Mismatch,11
R00250,O00250,P0014,2025-03-04,Expired,8,S005,Offer,114.05,68,C00250,2025-03-05,8,Submitted,2025-01-27,36,True,True,Matched,No Issue,10
R00251,O00251,P0334,2025-04-22,Expired,5,S030,Surface,66.88,49,C00251,2025-04-22,4,Submitted,2025-03-22,31,True,False,Mismatched,Qty Mismatch,17
R00252,O00252,P0002,2025-02-27,Defective,6,S009,Brother,475.85,49,C00252,2025-03-04,5,Submitted,2025-01-02,56,False,False,Mismatched,Late & Qty Mismatch,9
R00253,O00253,P0375,2025-04-28,Wrong Item,7,S032,Training,44.88,70,C00253,2025-04-29,8,Submitted,2025-02-05,82,False,False,Mismatched,Late & Qty Mismatch,18
R00254,O00254,P0293,2025-03-11,Damaged,7,S004,Live,413.07,62,C00254,2025-03-19,6,Submitted,2025-02-18,21,True,False,Mismatched,Qty Mismatch,11
R00255,O00255,P0325,2025-04-18,Defective,2,S037,Several,477.88,20,C00255,2025-04-26,2,Submitted,2025-03-05,44,False,True,Mismatched,Late Return,16
R00256,O00256,P0422,2025-03-16,Damaged,1,S045,Simply,396.91,77,C00256,2025-03-16,1,Submitted,2024-12-09,97,False,True,Mismatched,Late Return,11
R00257,O00257,P0493,2025-04-10,Defective,8,S040,Cause,145.92,32,C00257,2025-04-14,8,Approved,2025-01-18,82,False,True,Mismatched,Late Return,15
R00258,O00258,P0041,2025-02-06,Expired,5,S001,Sure,69.8,44,C00258,2025-02-13,4,Approved,2024-10-16,113,False,False,Mismatched,Late & Qty Mismatch,6
R00259,O00259,P0318,2025-04-28,Damaged,2,S044,Economy,94.91,34,C00259,2025-05-01,1,Approved,2025-04-17,11,True,False,Mismatched,Qty Mismatch,18
R00260,O00260,P0316,2025-02-22,Expired,3,S023,Avoid,351.03,73,C00260,2025-02-24,3,Submitted,2024-12-03,81,False,True,Mismatched,Late Return,8
R00261,O00261,P0381,2025-02-08,Damaged,6,S025,Now,67.9,54,C00261,2025-02-12,5,Submitted,2025-02-04,4,True,False,Mismatched,Qty Mismatch,6
R00262,O00262,P0111,2025-04-29,Changed Mind,6,S030,,151.98,19,C00262,2025-05-03,7,Approved,2025-04-04,25,False,False,Mismatched,Late & Qty Mismatch,18
R00263,O00263,P0014,2025-02-05,Defective,8,S005,Offer,114.05,68,C00263,2025-02-12,9,Submitted,2024-10-13,115,False,False,Mismatched,Late & Qty Mismatch,6
R00264,O00264,P0231,2025-02-04,Changed Mind,5,S018,Sound,399.46,40,C00264,2025-02-09,6,Submitted,2024-11-06,90,False,False,Mismatched,Late & Qty Mismatch,6
R00265,O00265,P0473,2025-02-24,Defective,5,S049,Catch,31.15,70,C00265,2025-02-25,6,Rejected,2025-02-05,19,True,False,Mismatched,Qty Mismatch,9
R00266,O00266,P0084,2025-04-18,Wrong Item,7,S030,Spring,41.14,30,C00266,2025-04-18,7,Rejected,2025-02-17,60,False,True,Mismatched,Late Return,16
R00267,O00267,P0130,2025-03-29,Damaged,5,S048,Term,260.27,72,C00267,2025-03-31,4,Approved,2025-03-22,7,True,False,Mismatched,Qty Mismatch,13
R00268,O00268,P0231,2025-02-23,Wrong Item,9,S018,Sound,399.46,40,C00268,2025-02-24,10,Rejected,2024-12-24,61,False,False,Mismatched,Late & Qty Mismatch,8
R00269,O00269,P0326,2025-03-16,Wrong Item,6,S009,Worry,371.57,19,C00269,2025-03-19,6,Approved,2025-01-22,53,False,True,Mismatched,Late Return,11
R00270,O00270,P0145,2025-02-12,Defective,7,S003,Reality,149.57,71,C00270,2025-02-14,8,Approved,2024-11-25,79,False,False,Mismatched,Late & Qty Mismatch,7
R00271,O00271,P0379,2025-04-28,Changed Mind,8,S015,Apply,409.09,20,C00271,2025-05-06,7,Submitted,2025-03-02,57,False,False,Mismatched,Late & Qty Mismatch,18
R00272,O00272,P0345,2025-03-15,Expired,5,S035,Treat,205.27,70,C00272,2025-03-19,6,Rejected,2025-01-09,65,True,False,Mismatched,Qty Mismatch,11
R00273,O00273,P0028,2025-02-25,Defective,4,S049,Sense,261.97,85,C00273,2025-02-28,5,Approved,2025-01-12,44,True,False,Mismatched,Qty Mismatch,9
R00274,O00274,P0066,2025-03-07,Expired,8,S004,Win,275.92,69,C00274,2025-03-16,9,Submitted,2025-01-02,64,True,False,Mismatched,Qty Mismatch,10
R00275,O00275,P0163,2025-03-28,Wrong Item,9,S026,Water,320.43,67,C00275,2025-04-05,10,Submitted,2025-03-24,4,True,False,Mismatched,Qty Mismatch,13
R00276,O00276,P0229,2025-04-29,Expired,1,S041,Claim,447.1,31,C00276,2025-05-02,0,Submitted,2025-03-30,30,True,False,Mismatched,Qty Mismatch,18
R00277,O00277,P0261,2025-04-07,Changed Mind,3,S030,Authority,311.35,80,C00277,2025-04-12,3,Rejected,2025-03-16,22,True,True,Matched,No Issue,15
R00278,O00278,P0449,2025-04-13,Defective,4,S023,Year,194.37,25,C00278,2025-04-22,5,Submitted,2025-03-24,20,True,False,Mismatched,Qty Mismatch,15
R00279,O00279,P0424,2025-02-16,Changed Mind,7,S015,Ask,252.27,74,C00279,2025-02-16,7,Submitted,2025-02-05,11,True,True,Matched,No Issue,7
R00280,O00280,P0460,2025-03-01,Changed Mind,6,S033,Past,68.22,27,C00280,2025-03-02,5,Submitted,2025-02-26,3,True,False,Mismatched,Qty Mismatch,9
R00281,O00281,P0440,2025-03-26,Defective,1,S027,Cultural,49.86,78,C00281,2025-03-29,0,Rejected,2025-02-18,36,True,False,Mismatched,Qty Mismatch,13
R00282,O00282,P0164,2025-04-26,Changed Mind,4,S046,Past,272.53,50,C00282,2025-05-04,5,Approved,2025-02-11,74,False,False,Mismatched,Late & Qty Mismatch,17
R00283,O00283,P0301,2025-03-25,Damaged,6,S001,Once,35.32,73,C00283,2025-03-30,6,Submitted,2024-12-10,105,False,True,Mismatched,Late Return,13
R00284,O00284,P0407,2025-04-24,Damaged,3,S037,Feeling,200.71,16,C00284,2025-04-29,4,Submitted,2025-01-11,103,False,False,Mismatched,Late & Qty Mismatch,17
R00285,O00285,P0303,2025-03-07,Damaged,2,S014,Per,274.91,75,C00285,2025-03-15,1,Submitted,2024-11-11,116,False,False,Mismatched,Late & Qty Mismatch,10
R00286,O00286,P0287,2025-04-27,Expired,2,S026,Remain,238.14,44,C00286,2025-04-30,3,Submitted,2025-04-19,8,True,False,Mismatched,Qty Mismatch,17
R00287,O00287,P0395,2025-02-19,Changed Mind,4,S042,Institution,176.99,19,C00287,2025-02-21,5,Submitted,2025-01-25,25,False,False,Mismatched,Late & Qty Mismatch,8
R00288,O00288,P0010,2025-03-27,Defective,1,S046,Blue,356.96,31,C00288,2025-04-02,1,Submitted,2024-12-15,102,False,True,Mismatched,Late Return,13
R00289,O00289,P0195,2025-04-17,Defective,2,S002,Set,176.12,39,C00289,2025-04-23,1,Submitted,2025-03-22,26,True,False,Mismatched,Qty Mismatch,16
R00290,O00290,P0118,2025-02-23,Expired,2,S017,Wish,101.42,88,C00290,2025-03-03,3,Submitted,2024-11-23,92,False,False,Mismatched,Late & Qty Mismatch,8
R00291,O00291,P0270,2025-04-05,Defective,4,S024,Often,153.86,53,C00291,2025-04-10,5,Submitted,2024-12-17,109,False,False,Mismatched,Late & Qty Mismatch,14
R00292,O00292,P0080,2025-03-01,Damaged,4,S012,Available,66.78,48,C00292,2025-03-02,5,Rejected,2024-11-15,106,False,False,Mismatched,Late & Qty Mismatch,9
R00293,O00293,P0458,2025-04-04,Changed Mind,1,S018,Kind,239.64,43,C00293,2025-04-09,1,Submitted,2025-02-02,61,False,True,Mismatched,Late Return,14
R00294,O00294,P0093,2025-04-15,Defective,7,S014,Long,382.78,21,C00294,2025-04-22,6,Submitted,2025-02-25,49,False,False,Mismatched,Late & Qty Mismatch,16
R00295,O00295,P0266,2025-04-14,Defective,7,S031,Career,372.98,27,C00295,2025-04-19,8,Submitted,2025-01-16,88,False,False,Mismatched,Late & Qty Mismatch,16
R00296,O00296,P0332,2025-03-24,Wrong Item,1,S038,Still,381.34,34,C00296,2025-04-01,2,Submitted,2025-01-02,81,False,False,Mismatched,Late & Qty Mismatch,13
R00297,O00297,P0350,2025-02-05,Wrong Item,8,S029,Race,316.67,39,C00297,2025-02-08,9,Submitted,2024-10-11,117,False,False,Mismatched,Late & Qty Mismatch,6
R00298,O00298,P0361,2025-03-21,Wrong Item,7,S019,Customer,200.2,19,C00298,2025-03-23,6,Submitted,2024-12-18,93,False,False,Mismatched,Late & Qty Mismatch,12
R00299,O00299,P0257,2025-04-02,Changed Mind,7,S048,Bed,468.72,27,C00299,2025-04-06,7,Approved,2025-01-21,71,False,True,Mismatched,Late Return,14
R00300,O00300,P0133,2025-02-08,Damaged,6,S023,Four,68.73,89,C00300,2025-02-10,6,Submitted,2025-02-07,1,True,True,Matched,No Issue,6
R00301,O00301,P0276,2025-04-01,Damaged,4,S011,Land,255.74,30,C00301,2025-04-02,5,Submitted,2025-01-06,85,False,False,Mismatched,Late & Qty Mismatch,14
R00302,O00302,P0264,2025-02-03,Damaged,8,S009,Space,263.98,48,C00302,2025-02-04,9,Rejected,2024-11-11,84,False,False,Mismatched,Late & Qty Mismatch,6
R00303,O00303,P0171,2025-03-11,Changed Mind,2,S009,Benefit,342.01,50,C00303,2025-03-14,2,Submitted,2024-11-29,102,False,True,Mismatched,Late Return,11
R00304,O00304,P0460,2025-03-18,Changed Mind,7,S033,Past,68.22,27,C00304,2025-03-20,7,Approved,2025-02-21,25,True,True,Matched,No Issue,12
